symbol,start,end,download_start_date_str,download_end_date_str,download_start_month_str,download_end_month_str
SHIBUSDT,2021-05-10,2026-01-20,2021-05-10,2026-01-19,2021-05,2025-12
ICPUSDT,2021-05-11,2026-01-20,2021-05-11,2026-01-19,2021-05,2025-12
ARUSDT,2021-05-14,2026-01-20,2021-05-14,2026-01-19,2021-05,2025-12
POLSUSDT,2021-05-19,2024-07-22,2021-05-19,2024-07-22,2021-05,2024-07
MDXUSDT,2021-05-24,2024-07-22,2021-05-24,2024-07-22,2021-05,2024-07
MASKUSDT,2021-05-25,2026-01-20,2021-05-25,2026-01-19,2021-05,2025-12
LPTUSDT,2021-05-28,2026-01-20,2021-05-28,2026-01-19,2021-05,2025-12
NUUSDT,2021-06-04,2022-02-16,2021-06-04,2022-02-16,2021-06,2022-02
XVGUSDT,2021-06-06,2026-01-20,2021-06-06,2026-01-19,2021-06,2025-12
ATAUSDT,2021-06-07,2026-01-20,2021-06-07,2026-01-19,2021-06,2025-12
GTCUSDT,2021-06-10,2026-01-20,2021-06-10,2026-01-19,2021-06,2025-12
TORNUSDT,2021-06-11,2022-12-27,2021-06-11,2022-12-27,2021-06,2022-12
KEEPUSDT,2021-06-17,2022-02-16,2021-06-17,2022-02-16,2021-06,2022-02
ERNUSDT,2021-06-22,2025-03-10,2021-06-22,2025-03-10,2021-06,2025-03
KLAYUSDT,2021-06-24,2024-10-30,2021-06-24,2024-10-30,2021-06,2024-10
PHAUSDT,2021-06-25,2026-01-20,2021-06-25,2026-01-19,2021-06,2025-12
BONDUSDT,2021-07-05,2024-07-22,2021-07-05,2024-07-22,2021-07,2024-07
MLNUSDT,2021-07-05,2026-01-20,2021-07-05,2026-01-19,2021-07,2025-12
DEXEUSDT,2021-07-23,2026-01-20,2021-07-23,2026-01-19,2021-07,2025-12
C98USDT,2021-07-23,2026-01-20,2021-07-23,2026-01-19,2021-07,2025-12
CLVUSDT,2021-07-29,2025-02-24,2021-07-29,2025-02-24,2021-07,2025-02
QNTUSDT,2021-07-29,2026-01-20,2021-07-29,2026-01-19,2021-07,2025-12
FLOWUSDT,2021-07-30,2026-01-20,2021-07-30,2026-01-19,2021-07,2025-12
TVKUSDT,2021-08-06,2023-11-27,2021-08-06,2023-11-27,2021-08,2023-11
MINAUSDT,2021-08-10,2026-01-20,2021-08-10,2026-01-19,2021-08,2025-12
RAYUSDT,2021-08-10,2026-01-20,2021-08-10,2026-01-19,2021-08,2025-12
FARMUSDT,2021-08-11,2026-01-20,2021-08-11,2026-01-19,2021-08,2025-12
ALPACAUSDT,2021-08-11,2025-05-02,2021-08-11,2025-05-02,2021-08,2025-05
QUICKUSDT,2021-08-13,2026-01-20,2021-08-13,2026-01-19,2021-08,2025-12
MBOXUSDT,2021-08-19,2026-01-20,2021-08-19,2026-01-19,2021-08,2025-12
FORUSDT,2021-08-20,2024-08-26,2021-08-20,2024-08-26,2021-08,2024-08
REQUSDT,2021-08-20,2026-01-20,2021-08-20,2026-01-19,2021-08,2025-12
GHSTUSDT,2021-08-20,2026-01-20,2021-08-20,2026-01-19,2021-08,2025-12
WAXPUSDT,2021-08-23,2026-01-20,2021-08-23,2026-01-19,2021-08,2025-12
TRIBEUSDT,2021-08-24,2022-11-28,2021-08-24,2022-11-28,2021-08,2022-11
GNOUSDT,2021-08-30,2026-01-20,2021-08-30,2026-01-19,2021-08,2025-12
XECUSDT,2021-09-03,2026-01-20,2021-09-03,2026-01-19,2021-09,2025-12
ELFUSDT,2021-09-08,2025-04-16,2021-09-08,2025-04-16,2021-09,2025-04
DYDXUSDT,2021-09-09,2026-01-20,2021-09-09,2026-01-19,2021-09,2025-12
POLYUSDT,2021-09-09,2022-10-10,2021-09-09,2022-10-10,2021-09,2022-10
IDEXUSDT,2021-09-09,2026-01-20,2021-09-09,2026-01-19,2021-09,2025-12
VIDTUSDT,2021-09-09,2025-04-16,2021-09-09,2025-04-16,2021-09,2025-04
USDPUSDT,2021-09-10,2026-01-20,2021-09-10,2026-01-19,2021-09,2025-12
GALAUSDT,2021-09-13,2026-01-20,2021-09-13,2026-01-19,2021-09,2025-12
ILVUSDT,2021-09-22,2026-01-20,2021-09-22,2026-01-19,2021-09,2025-12
YGGUSDT,2021-09-24,2026-01-20,2021-09-24,2026-01-19,2021-09,2025-12
SYSUSDT,2021-09-24,2026-01-20,2021-09-24,2026-01-19,2021-09,2025-12
DFUSDT,2021-09-24,2026-01-20,2021-09-24,2026-01-19,2021-09,2025-12
FIDAUSDT,2021-09-30,2026-01-20,2021-09-30,2026-01-19,2021-09,2025-12
FRONTUSDT,2021-10-04,2024-08-27,2021-10-04,2024-08-27,2021-10,2024-08
CVPUSDT,2021-10-04,2024-08-26,2021-10-04,2024-08-26,2021-10,2024-08
AGLDUSDT,2021-10-05,2026-01-20,2021-10-05,2026-01-19,2021-10,2025-12
RADUSDT,2021-10-07,2026-01-20,2021-10-07,2026-01-19,2021-10,2025-12
BETAUSDT,2021-10-08,2025-04-16,2021-10-08,2025-04-16,2021-10,2025-04
RAREUSDT,2021-10-11,2026-01-20,2021-10-11,2026-01-19,2021-10,2025-12
LAZIOUSDT,2021-10-21,2026-01-20,2021-10-21,2026-01-19,2021-10,2025-12
CHESSUSDT,2021-10-22,2026-01-20,2021-10-22,2026-01-19,2021-10,2025-12
ADXUSDT,2021-10-29,2026-01-20,2021-10-29,2026-01-19,2021-10,2025-12
AUCTIONUSDT,2021-10-29,2026-01-20,2021-10-29,2026-01-19,2021-10,2025-12
DARUSDT,2021-11-04,2025-01-06,2021-11-04,2025-01-06,2021-11,2025-01
BNXUSDT,2021-11-04,2025-03-18,2021-11-04,2025-03-18,2021-11,2025-03
RGTUSDT,2021-11-05,2022-03-14,2021-11-05,2022-03-14,2021-11,2022-03
MOVRUSDT,2021-11-08,2026-01-20,2021-11-08,2026-01-19,2021-11,2025-12
CITYUSDT,2021-11-10,2026-01-20,2021-11-10,2026-01-19,2021-11,2025-12
ENSUSDT,2021-11-10,2026-01-20,2021-11-10,2026-01-19,2021-11,2025-12
KP3RUSDT,2021-11-12,2024-11-06,2021-11-12,2024-11-06,2021-11,2024-11
QIUSDT,2021-11-15,2026-01-20,2021-11-15,2026-01-19,2021-11,2025-12
PORTOUSDT,2021-11-16,2026-01-20,2021-11-16,2026-01-19,2021-11,2025-12
POWRUSDT,2021-11-17,2026-01-20,2021-11-17,2026-01-19,2021-11,2025-12
VGXUSDT,2021-11-22,2024-08-26,2021-11-22,2024-08-26,2021-11,2024-08
JASMYUSDT,2021-11-22,2026-01-20,2021-11-22,2026-01-19,2021-11,2025-12
AMPUSDT,2021-11-23,2026-01-20,2021-11-23,2026-01-19,2021-11,2025-12
PLAUSDT,2021-11-23,2024-02-26,2021-11-23,2024-02-26,2021-11,2024-02
PYRUSDT,2021-11-26,2026-01-20,2021-11-26,2026-01-19,2021-11,2025-12
RNDRUSDT,2021-11-27,2024-07-22,2021-11-27,2024-07-22,2021-11,2024-07
ALCXUSDT,2021-11-30,2026-01-20,2021-11-30,2026-01-19,2021-11,2025-12
SANTOSUSDT,2021-12-01,2026-01-20,2021-12-01,2026-01-19,2021-12,2025-12
MCUSDT,2021-12-02,2023-11-07,2021-12-02,2023-11-07,2021-12,2023-11
ANYUSDT,2021-12-04,2022-03-30,2021-12-04,2022-03-30,2021-12,2022-03
BICOUSDT,2021-12-09,2026-01-20,2021-12-09,2026-01-19,2021-12,2025-12
FLUXUSDT,2021-12-10,2026-01-20,2021-12-10,2026-01-19,2021-12,2025-12
FXSUSDT,2021-12-10,2026-01-13,2021-12-10,2026-01-13,2021-12,2025-12
VOXELUSDT,2021-12-14,2025-12-17,2021-12-14,2025-12-17,2021-12,2025-12
HIGHUSDT,2021-12-17,2026-01-20,2021-12-17,2026-01-19,2021-12,2025-12
CVXUSDT,2021-12-23,2026-01-20,2021-12-23,2026-01-19,2021-12,2025-12
PEOPLEUSDT,2021-12-23,2026-01-20,2021-12-23,2026-01-19,2021-12,2025-12
OOKIUSDT,2021-12-24,2024-11-06,2021-12-24,2024-11-06,2021-12,2024-11
SPELLUSDT,2021-12-24,2026-01-20,2021-12-24,2026-01-19,2021-12,2025-12
USTUSDT,2021-12-24,2022-05-13,2021-12-24,2022-05-13,2021-12,2022-05
JOEUSDT,2021-12-28,2026-01-20,2021-12-28,2026-01-19,2021-12,2025-12
ACHUSDT,2022-01-10,2026-01-20,2022-01-10,2026-01-19,2022-01,2025-12
IMXUSDT,2022-01-10,2026-01-20,2022-01-10,2026-01-19,2022-01,2025-12
GLMRUSDT,2022-01-11,2026-01-20,2022-01-11,2026-01-19,2022-01,2025-12
LOKAUSDT,2022-01-20,2025-07-28,2022-01-20,2025-07-28,2022-01,2025-07
SCRTUSDT,2022-01-21,2026-01-20,2022-01-21,2026-01-19,2022-01,2025-12
API3USDT,2022-01-21,2026-01-20,2022-01-21,2026-01-19,2022-01,2025-12
BTTCUSDT,2022-01-25,2026-01-20,2022-01-25,2026-01-19,2022-01,2025-12
ACAUSDT,2022-01-25,2026-01-20,2022-01-25,2026-01-19,2022-01,2025-12
ANCUSDT,2022-01-25,2022-12-27,2022-01-25,2022-12-27,2022-01,2022-12
XNOUSDT,2022-01-28,2026-01-20,2022-01-28,2026-01-19,2022-01,2025-12
WOOUSDT,2022-02-08,2026-01-20,2022-02-08,2026-01-19,2022-02,2025-12
ALPINEUSDT,2022-02-21,2026-01-20,2022-02-21,2026-01-19,2022-02,2025-12
TUSDT,2022-02-25,2026-01-20,2022-02-25,2026-01-19,2022-02,2025-12
ASTRUSDT,2022-02-28,2026-01-20,2022-02-28,2026-01-19,2022-02,2025-12
GMTUSDT,2022-03-09,2026-01-20,2022-03-09,2026-01-19,2022-03,2025-12
KDAUSDT,2022-03-11,2025-11-12,2022-03-11,2025-11-12,2022-03,2025-11
APEUSDT,2022-03-17,2026-01-20,2022-03-17,2026-01-19,2022-03,2025-12
BSWUSDT,2022-03-21,2025-07-04,2022-03-21,2025-07-04,2022-03,2025-07
BIFIUSDT,2022-04-01,2026-01-20,2022-04-01,2026-01-19,2022-04,2025-12
MULTIUSDT,2022-04-06,2024-02-20,2022-04-06,2024-02-20,2022-04,2024-02
STEEMUSDT,2022-04-22,2026-01-20,2022-04-22,2026-01-19,2022-04,2025-12
MOBUSDT,2022-04-29,2024-04-03,2022-04-29,2024-04-03,2022-04,2024-04
NEXOUSDT,2022-04-29,2026-01-20,2022-04-29,2026-01-19,2022-04,2025-12
REIUSDT,2022-05-04,2025-12-17,2022-05-04,2025-12-17,2022-05,2025-12
GALUSDT,2022-05-05,2024-07-15,2022-05-05,2024-07-15,2022-05,2024-07
LDOUSDT,2022-05-09,2026-01-20,2022-05-09,2026-01-19,2022-05,2025-12
EPXUSDT,2022-05-23,2024-08-26,2022-05-23,2024-08-26,2022-05,2024-08
OPUSDT,2022-06-01,2026-01-20,2022-06-01,2026-01-19,2022-06,2025-12
LEVERUSDT,2022-07-13,2025-07-04,2022-07-13,2025-07-04,2022-07,2025-07
STGUSDT,2022-08-19,2026-01-20,2022-08-19,2026-01-19,2022-08,2025-12
LUNCUSDT,2022-09-09,2026-01-20,2022-09-09,2026-01-19,2022-09,2025-12
GMXUSDT,2022-10-05,2026-01-20,2022-10-05,2026-01-19,2022-10,2025-12
NEBLUSDT,2022-10-14,2023-04-18,2022-10-14,2023-04-18,2022-10,2023-04
POLYXUSDT,2022-10-17,2026-01-20,2022-10-17,2026-01-19,2022-10,2025-12
APTUSDT,2022-10-19,2026-01-20,2022-10-19,2026-01-19,2022-10,2025-12
OSMOUSDT,2022-10-28,2026-01-20,2022-10-28,2026-01-19,2022-10,2025-12
HFTUSDT,2022-11-07,2026-01-20,2022-11-07,2026-01-19,2022-11,2025-12
PHBUSDT,2022-11-18,2026-01-20,2022-11-18,2026-01-19,2022-11,2025-12
HOOKUSDT,2022-12-01,2026-01-20,2022-12-01,2026-01-19,2022-12,2025-12
MAGICUSDT,2022-12-12,2026-01-20,2022-12-12,2026-01-19,2022-12,2025-12
HIFIUSDT,2023-01-12,2025-09-17,2023-01-12,2025-09-17,2023-01,2025-09
RPLUSDT,2023-01-18,2026-01-20,2023-01-18,2026-01-19,2023-01,2025-12
PROSUSDT,2023-01-27,2025-04-16,2023-01-27,2025-04-16,2023-01,2025-04
AGIXUSDT,2023-02-17,2024-07-01,2023-02-17,2024-07-01,2023-02,2024-07
GNSUSDT,2023-02-17,2026-01-20,2023-02-17,2026-01-19,2023-02,2025-12
SYNUSDT,2023-02-22,2026-01-20,2023-02-22,2026-01-19,2023-02,2025-12
VIBUSDT,2023-02-24,2025-05-02,2023-02-24,2025-05-02,2023-02,2025-05
SSVUSDT,2023-02-24,2026-01-20,2023-02-24,2026-01-19,2023-02,2025-12
LQTYUSDT,2023-02-28,2026-01-20,2023-02-28,2026-01-19,2023-02,2025-12
AMBUSDT,2023-03-03,2025-02-24,2023-03-03,2025-02-24,2023-03,2025-02
BETHUSDT,2023-03-03,2023-10-11,2023-03-03,2023-10-11,2023-03,2023-10
USTCUSDT,2023-03-10,2026-01-20,2023-03-10,2026-01-19,2023-03,2025-12
GASUSDT,2023-03-17,2026-01-20,2023-03-17,2026-01-19,2023-03,2025-12
GLMUSDT,2023-03-17,2026-01-20,2023-03-17,2026-01-19,2023-03,2025-12
PROMUSDT,2023-03-17,2026-01-20,2023-03-17,2026-01-19,2023-03,2025-12
QKCUSDT,2023-03-17,2026-01-20,2023-03-17,2026-01-19,2023-03,2025-12
UFTUSDT,2023-03-17,2025-04-16,2023-03-17,2025-04-16,2023-03,2025-04
IDUSDT,2023-03-22,2026-01-20,2023-03-22,2026-01-19,2023-03,2025-12
ARBUSDT,2023-03-23,2026-01-20,2023-03-23,2026-01-19,2023-03,2025-12
LOOMUSDT,2023-03-24,2024-08-26,2023-03-24,2024-08-26,2023-03,2024-08
OAXUSDT,2023-03-24,2024-12-10,2023-03-24,2024-12-10,2023-03,2024-12
RDNTUSDT,2023-03-30,2026-01-20,2023-03-30,2026-01-19,2023-03,2025-12
WBTCUSDT,2023-04-28,2026-01-20,2023-04-28,2026-01-19,2023-04,2025-12
EDUUSDT,2023-04-28,2026-01-20,2023-04-28,2026-01-19,2023-04,2025-12
SUIUSDT,2023-05-03,2026-01-20,2023-05-03,2026-01-19,2023-05,2025-12
AERGOUSDT,2023-05-05,2025-03-28,2023-05-05,2025-03-28,2023-05,2025-03
PEPEUSDT,2023-05-05,2026-01-20,2023-05-05,2026-01-19,2023-05,2025-12
FLOKIUSDT,2023-05-05,2026-01-20,2023-05-05,2026-01-19,2023-05,2025-12
ASTUSDT,2023-05-19,2025-03-28,2023-05-19,2025-03-28,2023-05,2025-03
SNTUSDT,2023-05-19,2025-04-16,2023-05-19,2025-04-16,2023-05,2025-04
COMBOUSDT,2023-06-02,2025-03-28,2023-06-02,2025-03-28,2023-06,2025-03
MAVUSDT,2023-06-28,2026-01-20,2023-06-28,2026-01-19,2023-06,2025-12
PENDLEUSDT,2023-07-03,2026-01-20,2023-07-03,2026-01-19,2023-07,2025-12
ARKMUSDT,2023-07-18,2026-01-20,2023-07-18,2026-01-19,2023-07,2025-12
WBETHUSDT,2023-07-19,2026-01-20,2023-07-19,2026-01-19,2023-07,2025-12
WLDUSDT,2023-07-24,2026-01-20,2023-07-24,2026-01-19,2023-07,2025-12
FDUSDUSDT,2023-07-26,2026-01-20,2023-07-26,2026-01-19,2023-07,2025-12
SEIUSDT,2023-08-15,2026-01-20,2023-08-15,2026-01-19,2023-08,2025-12
CYBERUSDT,2023-08-15,2026-01-20,2023-08-15,2026-01-19,2023-08,2025-12
ARKUSDT,2023-09-22,2026-01-20,2023-09-22,2026-01-19,2023-09,2025-12
CREAMUSDT,2023-09-22,2025-04-16,2023-09-22,2025-04-16,2023-09,2025-04
GFTUSDT,2023-09-22,2024-12-03,2023-09-22,2024-12-03,2023-09,2024-12
IQUSDT,2023-09-22,2026-01-20,2023-09-22,2026-01-19,2023-09,2025-12
NTRNUSDT,2023-10-10,2026-01-20,2023-10-10,2026-01-19,2023-10,2025-12
TIAUSDT,2023-10-31,2026-01-20,2023-10-31,2026-01-19,2023-10,2025-12
MEMEUSDT,2023-11-03,2026-01-20,2023-11-03,2026-01-19,2023-11,2025-12
ORDIUSDT,2023-11-07,2026-01-20,2023-11-07,2026-01-19,2023-11,2025-12
BEAMXUSDT,2023-11-14,2026-01-20,2023-11-14,2026-01-19,2023-11,2025-12
PIVXUSDT,2023-11-16,2026-01-20,2023-11-16,2026-01-19,2023-11,2025-12
VICUSDT,2023-11-24,2026-01-20,2023-11-24,2026-01-19,2023-11,2025-12
BLURUSDT,2023-11-24,2026-01-20,2023-11-24,2026-01-19,2023-11,2025-12
VANRYUSDT,2023-12-01,2026-01-20,2023-12-01,2026-01-19,2023-12,2025-12
AEURUSDT,2023-12-04,2026-01-20,2023-12-04,2026-01-19,2023-12,2025-12
JTOUSDT,2023-12-07,2026-01-20,2023-12-07,2026-01-19,2023-12,2025-12
1000SATSUSDT,2023-12-12,2026-01-20,2023-12-12,2026-01-19,2023-12,2025-12
BONKUSDT,2023-12-15,2026-01-20,2023-12-15,2026-01-19,2023-12,2025-12
ACEUSDT,2023-12-18,2026-01-20,2023-12-18,2026-01-19,2023-12,2025-12
NFPUSDT,2023-12-27,2026-01-20,2023-12-27,2026-01-19,2023-12,2025-12
AIUSDT,2024-01-04,2026-01-20,2024-01-04,2026-01-19,2024-01,2025-12
XAIUSDT,2024-01-09,2026-01-20,2024-01-09,2026-01-19,2024-01,2025-12
MANTAUSDT,2024-01-18,2026-01-20,2024-01-18,2026-01-19,2024-01,2025-12
ALTUSDT,2024-01-25,2026-01-20,2024-01-25,2026-01-19,2024-01,2025-12
JUPUSDT,2024-01-31,2026-01-20,2024-01-31,2026-01-19,2024-01,2025-12
PYTHUSDT,2024-02-02,2026-01-20,2024-02-02,2026-01-19,2024-02,2025-12
RONINUSDT,2024-02-05,2026-01-20,2024-02-05,2026-01-19,2024-02,2025-12
DYMUSDT,2024-02-06,2026-01-20,2024-02-06,2026-01-19,2024-02,2025-12
PIXELUSDT,2024-02-19,2026-01-20,2024-02-19,2026-01-19,2024-02,2025-12
STRKUSDT,2024-02-20,2026-01-20,2024-02-20,2026-01-19,2024-02,2025-12
PORTALUSDT,2024-02-29,2026-01-20,2024-02-29,2026-01-19,2024-02,2025-12
PDAUSDT,2024-03-01,2025-05-02,2024-03-01,2025-05-02,2024-03,2025-05
AXLUSDT,2024-03-01,2026-01-20,2024-03-01,2026-01-19,2024-03,2025-12
WIFUSDT,2024-03-05,2026-01-20,2024-03-05,2026-01-19,2024-03,2025-12
METISUSDT,2024-03-11,2026-01-20,2024-03-11,2026-01-19,2024-03,2025-12
AEVOUSDT,2024-03-13,2026-01-20,2024-03-13,2026-01-19,2024-03,2025-12
BOMEUSDT,2024-03-16,2026-01-20,2024-03-16,2026-01-19,2024-03,2025-12
ETHFIUSDT,2024-03-18,2026-01-20,2024-03-18,2026-01-19,2024-03,2025-12
ENAUSDT,2024-04-02,2026-01-20,2024-04-02,2026-01-19,2024-04,2025-12
WUSDT,2024-04-03,2026-01-20,2024-04-03,2026-01-19,2024-04,2025-12
TNSRUSDT,2024-04-08,2026-01-20,2024-04-08,2026-01-19,2024-04,2025-12
SAGAUSDT,2024-04-09,2026-01-20,2024-04-09,2026-01-19,2024-04,2025-12
TAOUSDT,2024-04-11,2026-01-20,2024-04-11,2026-01-19,2024-04,2025-12
OMNIUSDT,2024-04-17,2025-09-29,2024-04-17,2025-09-29,2024-04,2025-09
REZUSDT,2024-04-30,2026-01-20,2024-04-30,2026-01-19,2024-04,2025-12
BBUSDT,2024-05-13,2026-01-20,2024-05-13,2026-01-19,2024-05,2025-12
NOTUSDT,2024-05-16,2026-01-20,2024-05-16,2026-01-19,2024-05,2025-12
IOUSDT,2024-06-11,2026-01-20,2024-06-11,2026-01-19,2024-06,2025-12
ZKUSDT,2024-06-17,2026-01-20,2024-06-17,2026-01-19,2024-06,2025-12
LISTAUSDT,2024-06-20,2026-01-20,2024-06-20,2026-01-19,2024-06,2025-12
ZROUSDT,2024-06-20,2026-01-20,2024-06-20,2026-01-19,2024-06,2025-12
GUSDT,2024-07-19,2026-01-20,2024-07-19,2026-01-19,2024-07,2025-12
BANANAUSDT,2024-07-20,2026-01-20,2024-07-20,2026-01-19,2024-07,2025-12
RENDERUSDT,2024-07-26,2026-01-20,2024-07-26,2026-01-19,2024-07,2025-12
TONUSDT,2024-08-08,2026-01-20,2024-08-08,2026-01-19,2024-08,2025-12
DOGSUSDT,2024-08-26,2026-01-20,2024-08-26,2026-01-19,2024-08,2025-12
EURIUSDT,2024-08-28,2026-01-20,2024-08-28,2026-01-19,2024-08,2025-12
SLFUSDT,2024-08-30,2025-09-17,2024-08-30,2025-09-17,2024-08,2025-09
POLUSDT,2024-09-13,2026-01-20,2024-09-13,2026-01-19,2024-09,2025-12
NEIROUSDT,2024-09-16,2026-01-20,2024-09-16,2026-01-19,2024-09,2025-12
TURBOUSDT,2024-09-16,2026-01-20,2024-09-16,2026-01-19,2024-09,2025-12
1MBABYDOGEUSDT,2024-09-16,2026-01-20,2024-09-16,2026-01-19,2024-09,2025-12
CATIUSDT,2024-09-20,2026-01-20,2024-09-20,2026-01-19,2024-09,2025-12
HMSTRUSDT,2024-09-26,2026-01-20,2024-09-26,2026-01-19,2024-09,2025-12
EIGENUSDT,2024-10-01,2026-01-20,2024-10-01,2026-01-19,2024-10,2025-12
SCRUSDT,2024-10-11,2026-01-20,2024-10-11,2026-01-19,2024-10,2025-12
BNSOLUSDT,2024-10-17,2026-01-20,2024-10-17,2026-01-19,2024-10,2025-12
LUMIAUSDT,2024-10-18,2026-01-20,2024-10-18,2026-01-19,2024-10,2025-12
KAIAUSDT,2024-10-31,2026-01-20,2024-10-31,2026-01-19,2024-10,2025-12
COWUSDT,2024-11-06,2026-01-20,2024-11-06,2026-01-19,2024-11,2025-12
CETUSUSDT,2024-11-06,2026-01-20,2024-11-06,2026-01-19,2024-11,2025-12
PNUTUSDT,2024-11-11,2026-01-20,2024-11-11,2026-01-19,2024-11,2025-12
ACTUSDT,2024-11-11,2026-01-20,2024-11-11,2026-01-19,2024-11,2025-12
USUALUSDT,2024-11-19,2026-01-20,2024-11-19,2026-01-19,2024-11,2025-12
THEUSDT,2024-11-27,2026-01-20,2024-11-27,2026-01-19,2024-11,2025-12
ACXUSDT,2024-12-06,2026-01-20,2024-12-06,2026-01-19,2024-12,2025-12
ORCAUSDT,2024-12-06,2026-01-20,2024-12-06,2026-01-19,2024-12,2025-12
MOVEUSDT,2024-12-09,2026-01-20,2024-12-09,2026-01-19,2024-12,2025-12
MEUSDT,2024-12-10,2026-01-20,2024-12-10,2026-01-19,2024-12,2025-12
VELODROMEUSDT,2024-12-13,2026-01-20,2024-12-13,2026-01-19,2024-12,2025-12
VANAUSDT,2024-12-16,2026-01-20,2024-12-16,2026-01-19,2024-12,2025-12
1000CATUSDT,2024-12-17,2026-01-20,2024-12-17,2026-01-19,2024-12,2025-12
PENGUUSDT,2024-12-17,2026-01-20,2024-12-17,2026-01-19,2024-12,2025-12
BIOUSDT,2025-01-03,2026-01-20,2025-01-03,2026-01-19,2025-01,2025-12
DUSDT,2025-01-09,2026-01-20,2025-01-09,2026-01-19,2025-01,2025-12
AIXBTUSDT,2025-01-10,2026-01-20,2025-01-10,2026-01-19,2025-01,2025-12
CGPTUSDT,2025-01-10,2026-01-20,2025-01-10,2026-01-19,2025-01,2025-12
COOKIEUSDT,2025-01-10,2026-01-20,2025-01-10,2026-01-19,2025-01,2025-12
SUSDT,2025-01-16,2026-01-20,2025-01-16,2026-01-19,2025-01,2025-12
SOLVUSDT,2025-01-17,2026-01-20,2025-01-17,2026-01-19,2025-01,2025-12
TRUMPUSDT,2025-01-19,2026-01-20,2025-01-19,2026-01-19,2025-01,2025-12
ANIMEUSDT,2025-01-23,2026-01-20,2025-01-23,2026-01-19,2025-01,2025-12
BERAUSDT,2025-02-06,2026-01-20,2025-02-06,2026-01-19,2025-02,2025-12
1000CHEEMSUSDT,2025-02-09,2026-01-20,2025-02-09,2026-01-19,2025-02,2025-12
TSTUSDT,2025-02-09,2026-01-20,2025-02-09,2026-01-19,2025-02,2025-12
LAYERUSDT,2025-02-11,2026-01-20,2025-02-11,2026-01-19,2025-02,2025-12
HEIUSDT,2025-02-13,2026-01-20,2025-02-13,2026-01-19,2025-02,2025-12
KAITOUSDT,2025-02-20,2026-01-20,2025-02-20,2026-01-19,2025-02,2025-12
SHELLUSDT,2025-02-27,2026-01-20,2025-02-27,2026-01-19,2025-02,2025-12
REDUSDT,2025-02-28,2026-01-20,2025-02-28,2026-01-19,2025-02,2025-12
GPSUSDT,2025-03-04,2026-01-20,2025-03-04,2026-01-19,2025-03,2025-12
EPICUSDT,2025-03-13,2026-01-20,2025-03-13,2026-01-19,2025-03,2025-12
BMTUSDT,2025-03-18,2026-01-20,2025-03-18,2026-01-19,2025-03,2025-12
FORMUSDT,2025-03-19,2026-01-20,2025-03-19,2026-01-19,2025-03,2025-12
XUSDUSDT,2025-03-19,2026-01-20,2025-03-19,2026-01-19,2025-03,2025-12
NILUSDT,2025-03-24,2026-01-20,2025-03-24,2026-01-19,2025-03,2025-12
PARTIUSDT,2025-03-25,2026-01-20,2025-03-25,2026-01-19,2025-03,2025-12
MUBARAKUSDT,2025-03-27,2026-01-20,2025-03-27,2026-01-19,2025-03,2025-12
TUTUSDT,2025-03-27,2026-01-20,2025-03-27,2026-01-19,2025-03,2025-12
BROCCOLI714USDT,2025-03-27,2026-01-20,2025-03-27,2026-01-19,2025-03,2025-12
BANANAS31USDT,2025-03-27,2026-01-20,2025-03-27,2026-01-19,2025-03,2025-12
GUNUSDT,2025-03-31,2026-01-20,2025-03-31,2026-01-19,2025-03,2025-12
BABYUSDT,2025-04-10,2026-01-20,2025-04-10,2026-01-19,2025-04,2025-12
ONDOUSDT,2025-04-11,2026-01-20,2025-04-11,2026-01-19,2025-04,2025-12
BIGTIMEUSDT,2025-04-11,2026-01-20,2025-04-11,2026-01-19,2025-04,2025-12
VIRTUALUSDT,2025-04-11,2026-01-20,2025-04-11,2026-01-19,2025-04,2025-12
KERNELUSDT,2025-04-14,2026-01-20,2025-04-14,2026-01-19,2025-04,2025-12
WCTUSDT,2025-04-15,2026-01-20,2025-04-15,2026-01-19,2025-04,2025-12
HYPERUSDT,2025-04-22,2026-01-20,2025-04-22,2026-01-19,2025-04,2025-12
INITUSDT,2025-04-24,2026-01-20,2025-04-24,2026-01-19,2025-04,2025-12
SIGNUSDT,2025-04-28,2026-01-20,2025-04-28,2026-01-19,2025-04,2025-12
STOUSDT,2025-05-02,2026-01-20,2025-05-02,2026-01-19,2025-05,2025-12
SYRUPUSDT,2025-05-06,2026-01-20,2025-05-06,2026-01-19,2025-05,2025-12
KMNOUSDT,2025-05-06,2026-01-20,2025-05-06,2026-01-19,2025-05,2025-12
SXTUSDT,2025-05-08,2026-01-20,2025-05-08,2026-01-19,2025-05,2025-12
NXPCUSDT,2025-05-15,2026-01-20,2025-05-15,2026-01-19,2025-05,2025-12
AWEUSDT,2025-05-21,2026-01-20,2025-05-21,2026-01-19,2025-05,2025-12
HAEDALUSDT,2025-05-21,2026-01-20,2025-05-21,2026-01-19,2025-05,2025-12
USD1USDT,2025-05-22,2026-01-20,2025-05-22,2026-01-19,2025-05,2025-12
HUMAUSDT,2025-05-26,2026-01-20,2025-05-26,2026-01-19,2025-05,2025-12
AUSDT,2025-05-28,2026-01-20,2025-05-28,2026-01-19,2025-05,2025-12
SOPHUSDT,2025-05-28,2026-01-20,2025-05-28,2026-01-19,2025-05,2025-12
